4838.511	26.0	37578	0	0	0	0
4910.325	26.0	37578	0	0	0	0
4983.852	26.0	37578	0	0	0	0
5004.043	26.0	37578	0	0	0	0
5072.078	26.0	37578	0	0	0	0
5099.077	26.0	37578	0	0	0	0
5127.681	26.0	37578	0	0	0	0
5137.381	26.0	37578	0	0	0	0
5165.41	        26.0	37578	0	0	0	0
5273.163	26.0	37578	0	0	0	0
5328.531	26.0	37578	0	0	0	0
5379.573	26.0	37578	0	0	0	0
5455.609	26.0	37578	0	0	0	0
5565.704	26.0	37578	0	0	0	0
5572.842	26.0	37578	0	0	0	0
5658.816	26.0	37578	0	0	0	0
5686.53	        26.0	37578	0	0	0	0
5930.18	        26.0	37578	0	0	0	0
6400.0	        26.0	37578	0	0	0	0
6547.574	26.0	37578	0	0	0	0
6703.566	26.0	37578	0	0	0	0
6163.755	20.0	37578	0	0	0	0
6449.808	20.0	37578	0	0	0	0
